2Ki 1:1	ΚΑΙ ἠθέτησεν Μωὰβ ἐν Ἰσραὴλ μετὰ τὸ ἀποθανεῖν Ἀχαάβ.
2Ki 23:4	καὶ ἐνετείλατο ὁ βασιλεὺς τῷ Χελκείᾳ τῷ ἱερεῖ τῷ μεγάλῳ καὶ τοῖς ἱερεῦσιν τῆς δευτερώσεως καὶ τοῖς φυλάσσουσιν τὸν σταθμὸν ἐξαγαγεῖν ἐκ τοῦ ναοῦ Κυρίου πάντα τὰ σκεύη τὰ πεποιημένα τῷ Βάαλ καὶ τῷ ἄλσει καὶ πάσῃ τῇ δυνάμει τοῦ οὐρανοῦ· καὶ κατέκαυσεν αὐτὰ ἔξω Ἰερουσαλὴμ ἐν σαλημὼθ Κεδρών, καὶ ἔλαβεν τὸν χοῦν αὐτῶν εἰς Βαιθήλ.
2Ki 23:5	καὶ κατέκαυσεν τοὺς χωμαρεὶμ οὓς ἔδωκαν βασιλεῖ Ἰούδα, καὶ ἐθυμίων ἐν τοῖς ὑψηλοῖς καὶ ἐν ταῖς πόλεσιν Ἰούδα καὶ τοῖς περικύκλῳ Ἰερουσαλήμ, καὶ τοὺς θυμιῶντας τῷ Βάαλ καὶ τῷ ἡλίῳ καὶ τῇ σελήνῃ καὶ τοῖς μαζουρὼθ καὶ πάσῃ τῇ δυνάμει τοῦ οὐρανοῦ.
2Ki 23:6	καὶ ἐξήνεγκεν τὸ ἄλσος ἐξ οἴκου Κυρίου ἔξωθεν Ἰερουσαλὴμ εἰς τὸν χειμάρρουν Κεδρών, καὶ κατέκαυσεν αὐτὸν ἐν τῷ χειμάρρῳ Κεδρὼν καὶ ἐλέπτυνεν εἰς χοῦν, καὶ ἔριψεν τὸν χοῦν αὐτοῦ εἰς τὸν τάφον τῶν υἱῶν τοῦ λαοῦ.
2Ki 23:7	καὶ καθεῖλεν τὸν οἶκον τῶν καδησεὶμ τῶν ἐν τῷ οἴκῳ Κυρίου, οὗ αἱ γυναῖκες ὕφαινον ἐκεῖ χεττιεὶν τῷ ἄλσει.
2Ki 23:8	καὶ ἀνήγαγεν πάντας τοὺς ἱερεῖς ἐκ πόλεων Ἰούδα, καὶ ἐμίανεν τὰ ὑψηλὰ οὗ ἐθυμίασαν ἐκεῖ οἱ ἱερεῖς ἀπὸ Γαιβὰλ καὶ ἕως Βηρσάβεε· καὶ καθεῖλεν τὸν οἶκον τῶν πυλῶν τὸν παρὰ τὴν θύραν τῆς πύλης Ἰησοῦ ἄρχοντος τῆς πύλης, τῶν ἐξ ἀριστερῶν ἀνδρὸς ἐν τῇ πύλῃ τῆς πόλεως.
2Ki 23:9	πλὴν οὐκ ἀνέβησαν οἱ ἱερεῖς τῶν ὑψηλῶν πρὸς τὸ θυσιαστήριον Κυρίου ἐν Ἰερουσαλήμ, ὅτι εἰ μὴ ἔφαγον ἄζυμα ἐν μέσῳ τῶν ἀδελφῶν αὐτῶν.
2Ki 23:10	καὶ μιανεῖτε τὸν Τάφεθ ἐν φάραγγι υἱοῦ Ἑννόμ, τοῦ διαγαγεῖν ἄνδρα τὸν υἱὸν αὐτοῦ καὶ ἄνδρα τὴν θυγατέρα αὐτοῦ τῷ Μόλοχ ἐν πυρί.
2Ki 23:11	καὶ κατέκαυσεν τοὺς ἵππους οὓς ἔδωκαν βασιλεῖς Ἰούδα τῷ ἡλίῳ ἐν τῇ εἰσόδῳ οἴκου Κυρίου εἰς τὸ γαζοφυλάκιον Ναθὰν βασιλέως τοῦ εὐνούχου ἐν φαρουρείμ· καὶ τὸ ἅρμα τοῦ ἡλίου κατέκαυσεν πυρί.
2Ki 23:12	καὶ τὰ θυσιαστήρια τὰ ἐπὶ τοῦ δώματος τοῦ ὑπερῴου Ἀχάζ, ἃ ἐποίησεν βασιλεὺς Ἰούδα, καὶ τὰ θυσιαστήρια ἃ ἐποίησεν Μανασσῆς ἐν ταῖς δυσὶν αὐλαῖς οἴκου Κυρίου, καὶ καθεῖλεν ὁ βασιλεὺς καὶ κατέσπασεν ἐκεῖθεν, καὶ ἔρριψεν τὸν χοῦν αὐτῶν εἰς τὸν χειμάρρουν Κεδρών.
2Ki 23:13	καὶ τὸν οἶκον τὸν ἐπὶ πρόσωπον Ἰερουσαλὴμ τὸν ἐκ δεξιῶν τοῦ ὄρους τοῦ Μοσοάθ, ὃν ᾠκοδόμησεν Σαλωμὼν βασιλεὺς Ἰσραὴλ τῇ Ἀστάρτῃ προσοχθίσματι Σιδωνίων καὶ τῷ Χαμὼς προσοχθίσματι Μωὰβ καὶ τῷ Μολχὸλ βδελύγματι υἱῶν Ἀμμών, ἐμίανεν ὁ βασιλεύς.
2Ki 23:14	καὶ συνέτριψεν τὰς στήλας καὶ ἐξωλέθρευσεν τὰ ἄλση καὶ ἔπλησεν τοὺς τόπους αὐτῶν ὀστέων ἀνθρώπων.
2Ki 23:15	Καί γε τὸ θυσιαστήριον τὸ ἐν Βαιθὴλ τὸ ὑψηλὸν ὃ ἐποίησεν Ἰεροβοὰμ υἱὸς Ναβὰτ ὃς ἐξήμαρτεν τὸν Ἰσραήλ, καί γε τὸ θυσιαστήριον ἐκεῖνο τὸ ὑψηλὸν κατέσπασεν, καὶ συνέτριψεν τοὺς λίθους αὐτοῦ καὶ ἐλέπτυνεν εἰς χοῦν, καὶ κατέκαυσεν τὸ ἄλσος.
2Ki 23:16	καὶ ἐξένευσεν Ἰωσείας καὶ εἶδεν τοὺς τάφους ἐκεῖ ἐν τῇ πόλει, καὶ ἀπέστειλεν καὶ ἔλαβεν τὰ ὀστᾶ ἐκ τῶν τάφων καὶ κατέκαυσεν ἐπὶ τὸ θυσιαστήριον, καὶ ἐμίανεν αὐτὸ κατὰ τὸ ῥῆμα Κυρίου ὃ ἐλάλησεν ὁ ἄνθρωπος τοῦ θεοῦ ἐν τῷ ἑστάναι Ἰεροβοὰμ ἐν τῇ ἑορτῇ ἐπὶ τὸ θυσιαστήριον. καὶ ἐπιστρέψας ἦρεν τοὺς ὀφθαλμοὺς αὐτοῦ ἐπὶ τὸν τάφον τοῦ ἀνθρώπου τοῦ θεοῦ τοῦ λαλήσαντος τοὺς λόγους τούτους,
2Ki 23:17	καὶ εἶπεν Τί τὸ σκόπελον ἐκεῖνο ὃ ἐγὼ ὁρῶ; καὶ εἶπον αὐτῷ οἱ ἄνδρες τῆς πόλεως Ὁ ἄνθρωπος τοῦ θεοῦ ὁ ἐξεληλυθὼς ἐξ Ἰούδα καὶ ἐπικαλεσάμενος τοὺς λόγους τούτους οὓς ἐπεκαλέσατο ἐπὶ τὸ θυσιαστήριον Βαιθήλ.
2Ki 23:18	καὶ εἶπεν Ἄφετε αὐτό, ἀνὴρ μὴ κινησάτωσαν τὰ ὀστᾶ αὐτοῦ· καὶ ἐρύσθησαν τὰ ὀστᾶ αὐτοῦ μετὰ τῶν ὀστῶν τοῦ προφήτου τοῦ ἥκοντος ἐκ Σαμαρείας.
2Ki 23:19	καί γε πάντας τοὺς οἴκους τῶν ὑψηλῶν τοὺς ἐν ταῖς πόλεσιν Σαμαρείας, οὓς ἐποίησαν βασιλεῖς Ἰσραὴλ παροργίζειν Κύριον, ἀπέστησεν Ἰωσείας, καὶ ἐποίησεν ἐν αὐτοῖς πάντα τὰ ἔργα ἃ ἐποίησεν ἐν Βαιθήλ.
2Ki 23:20	καὶ ἐθυσίασεν πάντας τοὺς ἱερεῖς τῶν ὑψηλῶν τοὺς ὄντας ἐκεῖ ἐπὶ τῶν θυσιαστηρίων, καὶ κατέκαυσεν τὰ ὀστᾶ τῶν ἀνθρώπων ἐπ᾽ αὐτά, καὶ ἐπεστράφη εἰς Ἰερουσαλήμ.
2Ki 23:21	Καὶ ἐνετείλατο ὁ βασιλεὺς παντὶ τῷ λαῷ λέγων Ποιήσατε πάσχα τῷ κυρίῳ θεῷ ἡμῶν, καθὼς γέγραπται ἐπὶ βιβλίου τῆς διαθήκης ταύτης.
2Ki 23:22	ὅτι οὐκ ἐγενήθη τὸ πάσχα τοῦτο ἀφ᾽ ἡμερῶν τῶν κριτῶν οἳ ἔκρινον τὸν Ἰσραὴλ καὶ πάσας τὰς ἡμέρας βασιλέων Ἰσραὴλ καὶ βασιλέων Ἰούδα·
2Ki 23:23	ὅτι ἀλλ᾽ ἢ τῷ ὀκτωκαιδεκάτῳ ἔτει τοῦ βασιλέως Ἰωσεία ἐγενήθη τὸ πάσχα τῷ κυρίῳ ἐν Ἰερουσαλήμ.
2Ki 23:24	καί γε τοὺς θελητὰς καὶ τοὺς γνωριστὰς καὶ τὰ θεραφεὶν καὶ τὰ εἴδωλα καὶ πάντα τὰ προσοχθίσματα τὰ γεγονότα ἐν γῇ Ἰούδα καὶ ἐν Ἰερουσαλὴμ ἐξῆρεν Ἰωσείας, ἵνα στήσῃ τοὺς λόγους τοῦ νόμου τοὺς γεγραμμένους ἐπὶ τῷ βιβλίῳ οὗ εὗρεν Χελκείας ὁ ἱερεὺς ἐν οἴκῳ Κυρίου.
2Ki 23:25	ὅμοιος αὐτῷ οὐκ ἐγενήθη ἔμπροσθεν αὐτοῦ βασιλεὺς ὃς ἐπέστρεψεν πρὸς Κύριον ἐν ὅλῃ καρδίᾳ αὐτοῦ καὶ ἐν ὅλῃ ἰσχύι αὐτοῦ καὶ ἐν ὅλῃ ψυχῇ αὐτοῦ κατὰ πάντα τὸν νόμον Μωυσῆ, καὶ μετ᾽ αὐτὸν οὐκ ἀνέστη ὅμοιος αὐτῷ.
2Ki 23:26	πλὴν οὐκ ἀπεστράφη Κύριος ἀπὸ θυμοῦ τῆς ὀργῆς αὐτοῦ τοῦ μεγάλου οὗ ἐθυμώθη ὀργῇ αὐτοῦ ἐν τῷ Ἰούδᾳ ἐπὶ τοὺς παροργισμοὺς οὓς παρώργισεν αὐτὸν Μανασσῆς.
2Ki 23:27	καὶ εἶπεν Κύριος Καί γε τὸν Ἰουδὰ ἀποστήσω ἀπὸ τοῦ προσώπου αὐτοῦ, καθὼς ἀπέστησα τὸν Ἰσραήλ, καὶ ἀπεώσομαι τὴν πόλιν ταύτην ἣν ἐξελεξάμην, τὴν Ἰερουσαλήμ, καὶ τὸν οἶκον οὗ εἶπον Ἔσται τὸ ὄνομά μου ἐκεῖ.
2Ki 23:28	καὶ τὰ λοιπὰ τῶν λόγων Ἰωσείου καὶ πάντα ὅσα ἐποίησεν, οὐχὶ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα;
2Ki 23:29	ἐν δὲ ταῖς ἡμέραις αὐτοῦ ἀνέβη Φαραὼ Νεχαὼ βασιλεὺς Αἰγύπτου ἐπὶ βασιλέα Ἀσσυρίων ἐπὶ ποταμὸν Εὐφράτην, καὶ ἐπορεύθη Ἰωσείας εἰς ἀπαντὴν αὐτοῦ· καὶ ἐθανάτωσεν αὐτὸν Νεχαὼ ἐν Μαγεδὼ ἐν τῷ ἰδεῖν αὐτόν.
2Ki 23:30	καὶ ἐπεβίβασαν αὐτὸν οἱ παῖδες αὐτοῦ νεκρὸν ἐκ Μακεδών, καὶ ἤγαγον αὐτὸν εἰς Ἰερουσαλήμ, καὶ ἔθαψαν αὐτὸν ἐν τῷ τάφῳ αὐτοῦ· καὶ ἔλαβεν ὁ λαὸς τῆς γῆς τὸν Ἰωαχὰς υἱὸν Ἰωσείου καὶ ἔχρισαν αὐτόν, καὶ ἐβασίλευσαν αὐτὸν ἀντὶ τοῦ πατρὸς αὐτοῦ.
2Ki 23:31	Υἱὸς εἴκοσι καὶ τριῶν ἐτῶν ἦν Ἰωαχὰς ἐν τῷ βασιλεύειν αὐτόν, καὶ τρίμηνον ἐβασίλευσεν ἐν Ἰερουσαλήμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἁμειταί, θυγάτηρ Ἰερεμίου ἐκ Λημνά.
2Ki 23:32	καὶ ἐποίησεν τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου κατὰ πάντα ὅσα ἐποίησαν οἱ πατέρες αὐτοῦ.
2Ki 23:33	καὶ μετέστησεν αὐτὸν Φαραὼ Νεχαὼ ἐν Ἀβλαὰ ἐν γῇ Ἑμὰτ τοῦ μὴ βασιλεύειν ἐν Ἰερουσαλήμ, καὶ ἔδωκεν ἑκατὸν τάλαντα ἀργυρίου καὶ ἑκατὸν τάλαντα χρυσίου.
2Ki 23:34	καὶ ἐβασίλευσεν Θαραὼ Νεχαὼ ἐπ᾽ αὐτοὺς τὸν Ἐλιακεὶμ υἱὸν Ἰωσείου βασιλέως Ἰούδα ἀντὶ Ἰωσείου τοῦ πατρὸς αὐτοῦ, καὶ ἐπέστρεψεν τὸ ὄνομα αὐτοῦ Ἰωακείμ· καὶ τὸν Ἰωαχὰς ἔλαβεν καὶ εἰσήνεγκεν εἰς Αἴγυπτον, καὶ ἀπέθανεν ἐκεῖ.
2Ki 23:35	καὶ τὸ ἀργύριον καὶ τὸ χρυσίον ἔδωκεν Ἰωακεὶμ τῷ Φαραώ· πλὴν ἐτιμογράφησαν γὴν γῆν τοῦ δοῦναι τὸ ἀργύριον ἐπὶ στόματος Θαραώ· ἀνὴρ κατὰ τὴν γῆν τοῦ δοῦναι τὸ ἀργύριον ἐπὶ στόματος Θαραώ· ἀνὴρ κατὰ τὴν συντίμησιν αὐτοῦ ἔδωκαν τὸ ἀργύριον καὶ τὸ χρυσίον μετὰ τοῦ λαοῦ τῆς γῆς, δοῦναι τῷ Θαραὼ Νεχαώ.
2Ki 23:36	Υἱὸς εἴκοσι καὶ πέντε ἐτῶν Ἰωακεὶμ ἐν τῷ βασιλεύειν αὐτόν, καὶ ἕνδεκα ἔτη ἐβασίλευσεν ἐν Ἰερουσαλήμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἰελλὰ θυγάτηρ Ἐδεὶλ ἐκ Κρουμά.
2Ki 23:37	καὶ ἐποίησεν τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου κατὰ πάντα ὅσα ἐποίησαν οἱ πατέρες αὐτοῦ.
2Ki 24:1	ἐν ταῖς ἡμέραις αὐτοῦ ἀνέβη Ναβουχοδονοσὸρ βασιλεὺς Βαβυλῶνος, καὶ ἐγενήθη αὐτῷ Ἰωακεὶμ δοῦλος τρία ἔτη, καὶ ἐπέστρεψεν καὶ ἠθέτησεν ἐν αὐτῷ.
2Ki 24:2	καὶ ἀπέστειλεν αὐτῷ τοὺς μονοζώνους τῶν Χαλδαίων καὶ τοὺς μονοζώνους Συρίας καὶ τοὺς μονοζώνους Μωὰβ καὶ τοὺς μονοζώνους υἱῶν Ἀμμών, καὶ ἐξαπέστειλεν αὐτοὺς ἐν τῇ γῇ Ἰούδα, τοῦ κατισχῦσαι κατὰ τὸν λόγον Κυρίου ὃν ἐλάλησεν ἐν χειρὶ τῶν δούλων αὐτοῦ τῶν προφητῶν.
2Ki 24:3	πλὴν ἐπὶ τὸν θυμὸν Κυρίου ἦν ἐν τῷ Ἰούδᾳ ἀποστῆσαι αὐτὸν ἀπὸ τοῦ προσώπου ἐν ἁμαρτίαις Μανασσὴ κατὰ πάντα ὅσα ἐποίησεν.
2Ki 24:4	καί γε αἷμα ἀθῷον ἐξέχεεν καὶ ἔπλησεν τὴν Ἰερουσαλὴμ αἵματος ἀθῴου· καὶ οὐκ ἠθέλησεν Κύριος ἱλασθῆναι.
2Ki 24:5	καὶ τὰ λοιπὰ τῶν λόγων Ἰωακεὶμ καὶ πάντα ὅσα ἐποίησεν, οὐκ ἰδοὺ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα;
2Ki 24:6	καὶ ἐκοιμήθη Ἰωακεὶμ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐβασίλευσεν Ἰωακεὶμ υἱὸς αὐτοῦ ἀντ᾽ αὐτοῦ.
2Ki 24:7	καὶ οὐ προσέθετο ἔτι βασιλεὺς Αἰγύπτου ἐξελθεῖν ἐκ τῆς γῆς αὐτοῦ, ὅτι ἔλαβεν βασιλεὺς Βαβυλῶνος ἀπὸ τοῦ χειμάρρου Αἰγύπτου ἕως τοῦ ποταμοῦ Εὐφράτου πάντα ὅσα ἦν τοῦ βασιλέως Αἰγύπτου.
2Ki 24:8	Υἱὸς ὀκτὼ καὶ δέκα ἐτῶν Ἰωακεὶμ ἐν τῷ βασιλεύειν αὐτόν, καὶ τρίμηνον ἐβασίλευσεν ἐν Ἰερουσαλήμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Νεσθά, θυγάτηρ Ἐλλαναθὰμ ἐξ Ἰερουσαλήμ.
2Ki 24:9	καὶ ἐποίησεν τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου κατὰ πάντα ὅσα ἐποίησεν ὁ πατὴρ αὐτοῦ.
2Ki 24:10	ἐν τῷ καιρῷ ἐκείνῳ ἀνέβη Ναβουχοδονοσὸρ βασιλεὺς Βαβυλῶνος εἰς Ἰερουσαλήμ, καὶ ἦλθεν ἡ πόλις ἐν περιοχῇ.
2Ki 24:11	καὶ εἰσῆλθεν Ναβουχοδονοσὸρ βασιλεὺς Βαβυλῶνος εἰς τὴν πόλιν, καὶ οἱ παῖδες αὐτοῦ ἐπολιόρκουν ἐπ᾽ αὐτήν.
2Ki 24:12	καὶ ἐξῆλθεν Ἰωακεὶμ βασιλεὺς Ἰούδα ἐπὶ βασιλέα Βαβυλῶνος, αὐτὸς καὶ οἱ παῖδες αὐτοῦ καὶ ἡ μήτηρ αὐτοῦ καὶ οἱ ἄρχοντες αὐτοῦ καὶ οἱ εὐνοῦχοι αὐτοῦ, καὶ ἔλαβεν αὐτὸν βασιλεὺς Βαβυλῶνος ἐν ἔτει ὀγδόῳ τῆς βασιλείας αὐτοῦ.
2Ki 24:13	καὶ ἐξήνεγκεν ἐκεῖθεν πάντας τοὺς θησαυροὺς οἴκου Κυρίου καὶ τοὺς θησαυροὺς οἴκου τοῦ βασιλέως, καὶ συνέκοψεν πάντα τὰ σκεύη τὰ χρυσᾶ ἃ ἐποίησεν Σαλωμὼν βασιλεὺς Ἰσραὴλ ἐν τῷ ναῷ Κυρίου κατὰ τὸ ῥῆμα Κυρίου.
2Ki 24:14	καὶ ἀπῴκισεν τὴν Ἰερουσαλὴμ καὶ πάντας τοὺς ἄρχοντας καὶ τοὺς δυνατοὺς ἰσχύι, αἰχμαλωσίας δέκα χιλιάδας αἰχμαλωτίσας, καὶ πᾶν τέκτονα καὶ τὸν συνκλείοντα· καὶ οὐχ ὑπελείφθη πλὴν οἱ πτωχοὶ τῆς γῆς.
2Ki 24:15	καὶ ἀπῴκισεν τὸν Ἰωακεὶμ εἰς Βαβυλῶνα, καὶ τὴν μητέρα τοῦ βασιλέως καὶ τὰς γυναῖκας τοῦ βασιλέως καὶ τοὺς εὐνούχους αὐτοῦ· καὶ τοὺς ἰσχυροὺς τῆς γῆς ἀπήγαγεν ἀποικεσίαν ἐξ Ἰερουσαλὴμ εἰς Βαβυλῶνα.
2Ki 24:16	καὶ πάντας τοὺς ἄνδρας τῆς δυνάμεως ἑπτακισχιλίους καὶ τὸν τέκτονα καὶ τὸν συνκλείοντα χιλίους, πάντες δυνατοὶ ποιοῦντες πόλεμον· καὶ ἤγαγεν αὐτοὺς βασιλεὺς Βαβυλῶνος μετοικεσίαν εἰς Βαβυλῶνα.
