Jos 1:1	ΚΑΙ ἐγένετο μετὰ τὴν τελευτὴν Μωυσῆ εἶπεν Κύριος τῷ Ἰησοῖ υἱῷ Ναυὴ τῷ ὑπουργῷ Μωυσῆ λέγων
Jos 22:31	καὶ εἶπεν Φεινεὲς ὁ ἱερεὺς τοῖς υἱοῖς Ῥουβὴν καὶ τοῖς υἱοῖς Γὰδ καὶ τῷ ἡμίσει φυλῆς Μανασσή Σήμερον ἐγνώκαμεν ὅτι μεθ᾽ ἡμῶν Κύριος, διότι οὐκ ἐπλημμελήσατε ἐναντίον Κυρίου πλημμελίαν, καὶ ὅτι ἐρύσασθε τοὺς υἱοὺς Ἰσραὴλ ἐκ χειρὸς Κυρίου.
Jos 22:32	καὶ ἀπέστρεψεν Φεινεὲς ὁ ἱερεὺς καὶ οἱ ἄρχοντες ἀπὸ τῶν υἱῶν Ῥουβὴν καὶ ἀπὸ τῶν υἱῶν Γὰδ καὶ ἀπὸ τοῦ ἡμίσους φυλῆς Μανασσὴ ἐκ τῆς Γαλαὰδ εἰς γῆν Χανάαν πρὸς τοὺς υἱοὺς Ἰσραήλ, καὶ ἀπεκρίθησαν αὐτοῖς τοὺς λόγους.
Jos 22:33	καὶ ἤρεσεν τοῖς υἱοῖς Ἰσραήλ· καὶ ἐλάλησαν πρὸς τοὺς υἱοὺς Ἰσραήλ, καὶ εὐλόγησαν τὸν θεὸν υἱῶν Ἰσραήλ, καὶ εἶπαν μηκέτι ἀναβῆναι πρὸς αὐτοὺς εἰς πόλεμον ἐξολεθρεῦσαι τὴν γῆν τῶν υἱῶν Ῥουβὴν καὶ τῶν υἱῶν Γὰδ καὶ τοῦ ἡμίσους φυλῆς Μανασσή· καὶ κατῴκησαν ἐπ᾽ αὐτῆς.
Jos 22:34	καὶ ἐπωνόμασεν Ἰησοῦς τὸν βωμὸν τῶν Ῥουβὴν καὶ τῶν Γὰδ καὶ τοῦ ἡμίσους φυλῆς Μανασσή, καὶ εἶπεν ὅτι Μαρτύριόν ἐστιν ἀνὰ μέσον αὐτῶν ὅτι Κύριος ὁ θεὸς αὐτῶν ἐστιν.
Jos 23:1	Καὶ ἐγένετο μεθ᾽ ἡμέρας πλείους μετὰ τὸ καταπαῦσαι Κύριον τὸν Ἰσραὴλ ἀπὸ πάντων τῶν ἐχθρῶν αὐτῶν κυκλόθεν, καὶ Ἰησοῦς πρεσβύτερος προβεβηκὼς ταῖς ἡμέραις.
Jos 23:2	καὶ συνεκάλεσεν Ἰησοῦς πάντας τοὺς υἱοὺς Ἰσραὴλ καὶ τὴν γερουσίαν αὐτῶν καὶ τοὺς ἄρχοντας αὐτῶν καὶ τοὺς γραμματεῖς αὐτῶν καὶ τοὺς δικαστὰς αὐτῶν, καὶ εἶπεν πρὸς αὐτούς Ἐγὼ γεγήρακα καὶ προβέβηκα ταῖς ἡμέραις.
Jos 23:3	ὑμεῖς δὲ ἑοράκατε ὅσα ἐποίησεν Κύριος ὁ θεὸς ἡμῶν πᾶσιν τοῖς ἔθνεσιν τούτοις ἀπὸ προσώπου ἡμῶν, ὅτι Κύριος ὁ θεὸς ἡμῶν ὁ ἐκπολεμήσας ἡμῖν.
Jos 23:4	ἴδετε ὅτι ὅπερ εἶπα ὑμῖν, τὰ ἔθνη τὰ καταλελιμμένα ὑμῖν ταῦτα ἐν τοῖς κλήροις εἰς τὰς φυλὰς ὑμῶν· ἀπὸ τοῦ Ἰορδάνου πάντα τὰ ἔθνη καὶ ἐξωλέθρευσα, καὶ ἀπὸ τῆς θαλάσσης τῆς μεγάλης ὁριεῖ ἐπὶ δυσμὰς ἡλίου.
Jos 23:5	Κύριος δὲ ὁ θεὸς ἡμῶν, οὗτος ἐξολεθρεύσει αὐτοὺς ἀπὸ προσώπου ἡμῶν, ἕως ἂν ἀπόλωνται· καὶ ἀποστελεῖ αὐτοῖς τὰ θηρία τὰ ἄγρια, ἕως ἂν ἐξολεθρεύσῃ αὐτοὺς καὶ τοὺς βασιλεῖς αὐτῶν ἀπὸ προσώπου ὑμῶν· καὶ κατακληρονομήσατε τὴν γῆν αὐτῶν, καθὰ ἐλάλησεν Κύριος ὁ θεὸς ἡμῶν ὑμῖν.
Jos 23:6	κατισχύσατε οὖν σφόδρα φυλάσσειν καὶ ποιεῖν πάντα τὰ γεγραμμένα ἐν τῷ βιβλίῳ τοῦ νόμου Μωυσῆ, ἵνα μὴ ἐκκλίνητε εἰς δεξιὰν ἢ εὐώνυμα·
Jos 23:7	ὅπως μὴ εἰσέλθητε εἰς τὰ ἔθνη τὰ καταλελιμμένα ταῦτα· καὶ τὰ ὀνόματα τῶν θεῶν αὐτῶν οὐκ ὀνομασθήσεται ἐν ὑμῖν· οὐ μὴ προσκυνήσετε αὐτοῖς οὐδὲ μὴ λατρεύσετε αὐτοῖς,
Jos 23:8	ἀλλὰ Κυρίῳ τῷ θεῷ ἡμῶν προσκολληθήσεσθε, καθάπερ ἐποιήσατε ἕως τῆς ἡμέρας ταύτης.
Jos 23:9	καὶ ἐξολεθρεύσει αὐτοὺς Κύριος ἀπὸ προσώπου ὑμῶν, ἔθνη μεγάλα καὶ ἰσχυρά, καὶ οὐθεὶς ἀντέστη κατενώπιον ἡμῶν ἕως τῆς ἡμέρας ταύτης·
Jos 23:10	εἷς ὑμῶν ἐδίωξεν χιλίους, ὅτι Κύριος ὁ θεὸς ἡμῶν ἐξεπολέμει ἡμῖν, καθάπερ εἶπεν ἡμῖν.
Jos 23:11	καὶ φυλάξασθε σφόδρα τοῦ ἀγαπᾷν Κύριον τὸν θεὸν ἡμῶν.
Jos 23:12	ἐὰν γὰρ ἀποστραφῆτε καὶ προσθῆσθε τοῖς ὑπολειφθεῖσιν ἔθνεσιν τούτοις τοῖς μεθ᾽ ὑμῶν, καὶ ἐπιγαμίας ποιήσητε πρὸς αὐτούς, καὶ συνκαταμιγῆτε αὐτοῖς καὶ αὐτοὶ ὑμῖν,
Jos 23:13	γινώσκετε ὅτι οὐ μὴ προσθῇ Κύριος τοῦ ἐξολεθρεῦσαι τὰ ἔθνη ταῦτα ἀπὸ προσώπου ὑμῶν· καὶ ἔσονται ὑμῖν εἰς παγίδας καὶ εἰς σκάνδαλα καὶ εἰς ἥλους ἐν ταῖς πτέρναις ὑμῶν καὶ εἰς βολίδας ἐν τοῖς ὀφθαλμοῖς ὑμῶν, ἕως ἂν ἀπόλησθε ἀπὸ τῆς γῆς τῆς ἀγαθῆς ταύτης ἣν ἔδωκεν ὑμῖν Κύριος ὁ θεὸς ὑμῶν.
Jos 23:14	ἐγὼ δὲ ἀποτρέχω τὴν ὁδὸν καθὰ καὶ πὰντες οἱ ἐπὶ τῆς γῆς· καὶ γνώσεσθε τῇ καρδίᾳ ὑμῶν καὶ τῇ ψυχῇ ὑμῶν διότι οὐκ ἔπεσεν εἷς λόγος ἀπὸ πάντων τῶν λόγων ὧν εἶπεν Κύριος ὁ θεὸς ἡμῶν πρὸς πάντα τὰ ἀνήκοντα ἡμῖν, οὐ διεφώνησεν ἐξ αὐτῶν.
Jos 23:15	καὶ ἔσται ὃν τρόπον ἥκει πρὸς ἡμᾶς πάντα τὰ ῥήματα τὰ καλὰ ἃ ἐλάλησεν Κύριος πρὸς ἡμᾶς, οὕτως ἐπάξει Κύριος ὁ θεὸς ἐφ᾽ ὑμᾶς πάντα τὰ ῥήματα τὰ πονηρά, ἕως ἂν ἐξολεθρεύσῃ ὑμᾶς ἀπὸ τῆς γῆς τῆς ἀγαθῆς ταύτης ἧς ἔδωκεν Κύριος ὑμῖν,
Jos 23:16	ἐν τῷ παραβῆναι ὑμᾶς τὴν διαθήκην Κυρίου τοῦ θεοῦ ἡμῶν ἣν ἐνετείλατο ἡμῖν, καὶ πορευθέντες λατρεύσητε θεοῖς ἑτέροις καὶ προσκυνήσητε αὐτοῖς.
Jos 24:1	Καὶ συνήγαγεν Ἰησοῦς πάσας φυλάς Ἰσραὴλ εἰς Σηλώ, καὶ συνεκάλεσεν τοὺς πρεσβυτέρους αὐτῶν καὶ τοὺς γραμματεῖς αὐτῶν καὶ τοὺς δικαστὰς αὐτῶν, καὶ ἔστησεν αὐτοὺς ἀπέναντι τοῦ θεοῦ.
Jos 24:2	καὶ εἶπεν Ἰησοῦς πρὸς πάντα τὸν λαόν Τάδε λέγει Κύριος ὁ θεὸς Ἰσραήλ Πέραν τοῦ ποταμοῦ κατῴκησαν οἱ πατέρες ὑμῶν τὸ ἀπ᾽ ἀρχῆς, Θάρα ὁ πατὴρ Ἀβραὰμ καὶ ὁ πατὴρ Ναχώρ· καὶ ἐλάτρευσαν θεοῖς ἑτέροις.
Jos 24:3	καὶ ἔλαβον τὸν πατέρα ὑμῶν τὸν Ἀβραὰμ ἐκ τοῦ πέραν τοῦ ποταμοῦ, καὶ ὡδήγησα αὐτὸν ἐν πάσῃ τῇ γῇ· καὶ ἐπλήθυνα αὐτοῦ σπέρμα καὶ ἔδωκα αὐτῷ τὸν Ἰσαάκ,
Jos 24:4	καὶ τῷ Ἰσαὰκ τὸν Ἰακὼβ καὶ τὸν Ἠσαύ· ἔδωκα τῷ Ἠσαὺ τὸ ὄρος τὸ Σηεὶρ κληρονομῆσαι αὐτῷ. καὶ Ἰακὼβ καὶ οἱ υἱοὶ αὐτοῦ κατέβησαν εἰς Αἴγυπτον, καὶ ἐγένοντο ἐκεῖ εἰς ἔθνος μέγα καὶ πολὺ καὶ κραταιόν· καὶ ἐκάκωσαν αὐτοὺς οἱ Αἰγύπτιοι.
Jos 24:5	καὶ ἐπάταξαν τὴν Αἴγυπτον ἐν οἷς ἐποίησαν αὐτοῖς. καὶ μετὰ ταῦτα ἐξήγαγεν
Jos 24:6	τοὺς πατέρας ἡμῶν ἐξ Αἰγύπτου, καὶ εἰσήλθατε εἰς τὴν θάλασσαν τὴν ἐρυθράν· καὶ κατεδίωξαν οἱ Αἰγύπτιοι ὀπίσω τῶν πατέρων ἡμῶν ἐν ἅρμασιν καὶ ἐν ἵπποις εἰς τὴν θάλασσαν τὴν ἐρυθράν.
Jos 24:7	καὶ ἀνεβοήσαμεν πρὸς Κύριον· καὶ ἔδωκεν νεφέλην καὶ γνόφον ἀνὰ μέσον ἡμῶν καὶ ἀνὰ μέσον τῶν Αἰγυπτίων· καὶ ἐπήγαγεν ἐπ᾽ αὐτοὺς τὴν θάλασσαν καὶ ἐκάλυψεν αὐτούς. καὶ εἴδοσαν οἱ ὀφθαλμοὶ ὑμῶν ὅσα ἐποίησεν Κύριος ἐν γῇ Αἰγύπτῳ· καὶ ἦτε ἐν τῇ ἐρήμῳ ἡμέρας πλείους.
Jos 24:8	καὶ ἤγαγεν ἡμᾶς εἰς γῆν Ἀμορραίων τῶν κατοικούντων πέραν τοῦ Ἰορδάνου, καὶ παραδέδωκεν αὐτοὺς Κύριος εἰς τὰς χεῖρας ἡμῶν· καὶ κατεκληρονομήσατε τὴν γῆν αὐτῶν, καὶ ἐξωλεθρεύσατε αὐτοὺς ἀπὸ προσώπου ὑμῶν.
Jos 24:9	καὶ ἀνέστη Βαλὰκ ὁ τοῦ Σεπφὼρ βασιλεὺς Μωὰβ καὶ παρετάξατο τῷ Ἰσραήλ, καὶ ἀποστείλας ἐκάλεσεν τὸν Βαλαὰμ ἀράσασθαι ἡμῖν.
Jos 24:10	καὶ οὐκ ἠθέλησεν Κύριος ὁ θεός σου ἀπολέσαι σε· καὶ εὐλογίαν εὐλόγησεν ἡμᾶς, καὶ ἐξείλατο ἡμᾶς ἐκ χειρῶν αὐτῶν, καὶ παρέδωκεν αὐτούς.
Jos 24:11	καὶ διέβητε τὸν Ἰορδάνην, καὶ παρεγενήθητε εἰς Ἰερειχώ· καὶ ἐπολέμησαν πρὸς ἡμᾶς οἱ κατοικοῦντες Ἰερειχώ, ὁ Ἀμορραῖος καὶ ὁ Χαναναῖος καὶ ὁ Φερεζαῖος καὶ ὁ Εὑαῖος καὶ ὁ Ἰεβουσαῖος καὶ ὁ Χετταῖος καὶ ὁ Γεργεσαῖος· καὶ παρέδωκεν αὐτοὺς Κύριος εἰς τὰς χεῖρας ἡμῶν.
Jos 24:12	καὶ ἐξαπέστειλεν προτέραν ἡμῶν τὴν σφηκίαν, καὶ ἐξαπέστειλεν αὐτοὺς ἀπὸ προσώπου ἡμῶν, δώδεκα βασιλεῖς τῶν Ἀμορραίων, οὐκ ἐν τῇ ῥομφαίᾳ σου οὐδὲ ἐν τῷ τόξῳ σου.
Jos 24:13	καὶ ἔδωκεν ὑμῖν γῆν ἐφ᾽ ἣν οὐκ ἐκοπιάσατε ἐπ᾽ αὐτῆς καὶ πόλεις ἃς οὐκ ᾠκοδομήκατε, καὶ κατῳκίσθητε ἐν αὐταῖς· καὶ ἀμπελῶνας καὶ ἐλαιῶνας οὓς οὐκ ἐφυτεύσατε ὑμεῖς ἔδεσθε.
Jos 24:14	καὶ νῦν φοβήθητε Κύριον καὶ λατρεύσατε αὐτῷ ἐν εὐθύτητι καὶ ἐν δικαιοσύνῃ, καὶ περιέλεσθε τοὺς θεοὺς τοὺς ἀλλοτρίους οἷς ἐλάτρευσαν οἱ πατέρες ἡμῶν ἐν τῷ πέραν τοῦ ποταμοῦ καὶ ἐν Αἰγύπτῳ, καὶ λατρεύετε Κυρίῳ.
Jos 24:15	εἰ δὲ μὴ ἀρέσκει ὑμῖν λατρεύειν Κυρίῳ, ἐκλέξασθε ὑμῖν ἑαυτοῖς σήμερον τίνι λατρεύσητε, εἴτε τοῖς θεοῖς τῶν πατέρων ὑμῶν τοῖς ἐν τῷ πέραν τοῦ ποταμοῦ, εἴτε τοῖς θεοῖς τῶν Ἀμορραίων ἐν οἷς ὑμεῖς κατοικεῖτε ἐπὶ τῆς γῆς αὐτῶν· ἐγὼ δὲ καὶ ἡ οἰκία μου λατρεύσομεν Κυρίῳ, ὅτι ἅγιός ἐστιν.
Jos 24:16	καὶ ἀποκριθεὶς ὁ λαὸς εἶπεν Μὴ γένοιτο ἡμῖν καταλιπεῖν Κύριον, ὥστε λατρεύειν θεοῖς ἑτέροις.
Jos 24:17	Κύριος ὁ θεὸς ἡμῶν αὐτὸς θεός ἐστιν· αὐτὸς ἀνήγαγεν ἡμᾶς καὶ τοὺς πατέρας ἡμῶν ἐξ Αἰγύπτου, καὶ διεφύλαξεν ἡμᾶς ἐν πάσῃ τῇ ὁδῷ ᾗ ἐπορεύθημεν ἐν αὐτῇ, καὶ ἐν πᾶσιν τοῖς ἔθνεσιν οὓς παρήλθομεν δι᾽ αὐτῶν·
Jos 24:18	καὶ ἐξέβαλεν Κύριος τὸν Ἀμορραῖον καὶ πάντα τὰ ἔθνη τὰ κατοικοῦντα τὴν γῆν ἀπὸ προσώπου ἡμῶν. ἀλλὰ καὶ ἡμεῖς λατρεύσομεν Κυρίῳ, οὗτος γὰρ θεὸς ἡμῶν ἐστιν.
Jos 24:19	καὶ εἶπεν Ἰησοῦς πρὸς τὸν λαόν Οὐ μὴ δύνησθε λατρεύειν Κυρίῳ· ὅτι θεὸς ἅγιός ἐστιν, καὶ ζηλώσας οὗτος οὐκ ἀνήσει ὑμῶν τὰ ἁμαρτήματα καὶ τὰ ἀνομήματα ὑμῶν.
Jos 24:20	ἡνίκα ἐὰν ἐνκαταλίπητε Κύριον καὶ λατρεύσητε θεοῖς ἑτέροις, καὶ ἐπελθὼν κακώσει ὑμᾶς καὶ ἐξαναλώσει ὑμᾶς ἀνθ᾽ ὧν εὖ ἐποίησεν ὑμᾶς.
Jos 24:21	καὶ εἶπεν ὁ λαὸς πρὸς Ἰησοῦν Οὐχί, ἀλλὰ Κυρίῳ λατρεύσομεν.
Jos 24:22	καὶ εἶπεν Ἰησοῦς πρὸς τὸν λαόν Μάρτυρες ὑμεῖς καθ᾽ ὑμῶν, ὅτι ὑμεῖς ἐξελέξασθε Κυρίῳ λατρεύειν αὐτῷ.
Jos 24:23	καὶ νῦν περιέλεσθε τοὺς θεοὺς τοὺς ἀλλοτρίους τοὺς ἐν ὑμῖν, καὶ εὐθύνατε τὴν καρδίαν ὑμῶν πρὸς Κύριον θεὸν Ἰσραήλ.
Jos 24:24	καὶ εἶπεν ὁ λαὸς πρὸς Ἰησοῦν Κυρίῳ λατρεύσομεν, καὶ τῆς φωνῆς αὐτοῦ ἀκουσόμεθα.
Jos 24:25	καὶ διέθετο Ἰησοῦς διαθήκην πρὸς τὸν λαὸν ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ ἔδωκεν αὐτῷ νόμον καὶ κρίσιν ἐν Σηλὼ ἐνώπιον τῆς σκηνῆς τοῦ θεοῦ Ἰσραήλ.
Jos 24:26	Καὶ ἔγραψεν τὰ ῥήματα ταῦτα εἰς βιβλίον, νόμον τοῦ θεοῦ· καὶ ἔλαβεν λίθον μέγαν καὶ ἔστησεν αὐτὸν Ἰησοῦς ὑπὸ τὴν τερέμινθον ἀπέναντι Κυρίου.
Jos 24:27	καὶ εἶπεν Ἰησοῦς πρὸς τὸν λαόν Ἰδοὺ ὁ λίθος οὗτος ἔσται ἐν ὑμῖν εἰς μαρτύριον, ὅτι αὐτὸς ἀκήκοεν πάντα τὰ λεχθέντα αὐτῷ ὑπὸ Κυρίου ὅ τι ἐλάλησεν πρὸς ἡμᾶς σήμερον· καὶ ἔσται οὗτος ἐν ὑμῖν εἰς μαρτύριον ἐπ᾽ ἐσχάτων τῶν ἡμερῶν, ἡνίκα ἐὰν ψεύσησθε Κυρίῳ τῷ θεῷ μου.
Jos 24:28	καὶ ἀπέστειλεν Ἰησοῦς τὸν λαόν, καὶ ἐπορεύθησαν ἕκαστος εἰς τὸν τόπον αὐτοῦ.
Jos 24:29	Καὶ ἐγένετο μετ᾽ ἐκεῖνα καὶ ἀπέθανεν Ἰησοῦς υἱὸς Ναυὴ δοῦλος Κυρίου ἑκατὸν δέκα ἐτῶν.
Jos 24:30	καὶ ἔθαψαν αὐτὸν πρὸς τοῖς ὁρίοις τοῦ κλήρου αὐτοῦ ἐν Θαμναθασαχαρὰ ἐν τῷ ὄρει τῷ Ἐφράιμ, ἀπὸ βορρᾶ τοῦ ὄρους τοῦ Γαλαάδ· [1] ἐκεῖ ἔθηκαν μετ᾽ αὐτοῦ εἰς τὸ μνῆμα, εἰς ὃ ἔθαψαν αὐτὸν ἐκεῖ, τὰς μαχαίρας τὰς πετρίνας ἐν αἷς περιέτεμεν τοὺς υἱοὺς Ἰσραὴλ ἐν Γαλγάλοις, ὅτε ἐξήγαγεν αὐτοὺς ἐξ Αἰγύπτου καθὰ συνέταξεν αὐτοῖς Κύριος· καὶ ἐκεῖ εἰσιν ἕως τῆς σήμερον ἡμέρας.
Jos 24:31	καὶ ἐλάτρευσεν Ἰσραὴλ τῷ κυρίῳ πάσας τὰς ἡμέρας Ἰησοῦ καὶ πάσας τὰς ἡμέρας τῶν πρεσβυτέρων, ὅσοι ἐφείλκυσαν τὸν χρόνον μετὰ Ἰησοῦ καὶ ὅσοι ἴδοσαν πάντα τὰ ἔργα Κυρίου ὅσα ἐποίησεν τῷ Ἰσραήλ.
Jos 24:32	καὶ τὰ ὀστᾶ Ἰωσὴφ ἀνήγαγον οἱ υἱοὶ Ἰσρηὰλ ἐξ Αἰγύπτου καὶ κατώρυξαν ἐν Σικίμοις, ἐν τῇ μερίδι τοῦ ἀγροῦ οὗ ἐκτήσατο Ἰακὼβ παρὰ τῶν Ἀμορραίων τῶν κατοικούντων ἐν Σικίμοις ἀμνάδων ἑκατόν.
