1Ch 1:1	ΑΔΑΜ, Σήθ, Ἐνώς,
1Ch 27:3	ἀπὸ τῶν υἱῶν Φάρες ἄρχων πάντων τῶν ἀρχόντων τῆς δυνάμεως τοῦ μηνὸς τοῦ πρώτου.
1Ch 27:4	καὶ ἐπὶ τῆς διαιρέσεως τοῦ μηνὸς τοῦ δευτέρου Δωδειὰ ὁ Ἐκχώχ, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ εἴκοσι καὶ τέσσαρες χιλιάδες, ἄρχοντες δυνάμεως.
1Ch 27:5	ὁ τρίτος τὸν μῆνα τὸν τρίτον Βαναίας ὁ τοῦ Ἰωδᾶε ὁ ἱερεὺς ὁ ἄρχων, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:6	αὐτὸς Βαναίας δυνατώτερος τῶν τριάκοντα καὶ ἐπὶ τῶν τριάκοντα, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ Λαιβαζὰθ υἱὸς αὐτοῦ.
1Ch 27:7	ὁ τέταρτος εἰς τὸν μῆνα τὸν τέταρτον Ἀσαὴλ ὁ ἀδελφὸς Ἰωὰβ καὶ Ἀβδείας ὁ υἱὸς αὐτοῦ καὶ οἱ ἀδελφοί, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:8	ὁ πέμπτος τῷ μηνὶ τῷ πέμπτῳ ὁ ἡγούμενος Σαλαὼθ ὁ Ἐσρᾶε, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ εἴκοσι τέσσαρες χιλιάδες.
1Ch 27:9	ὁ ἕκτος τῷ μηνὶ τῷ ἕκτῳ Ὀδουίας ὁ τοῦ Ἐκκὴς ὁ Θεκωνείτης, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:10	ὁ ἕβδομος τῷ μηνὶ τῷ ἑβδόμῳ Χέσλης ὁ ἐκ Φαλλοὺς ἀπὸ τῶν υἱῶν Ἐφράιμ, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:11	ὁ ὄγδοος τῷ μηνὶ τῷ ὀγδόῳ Σοβοχαὶ ὁ Ἱσαθεὶ τῷ Ζαριά, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:12	ὁ ἔνατος τῷ μηνὶ τῷ ἐνάτῳ Ἀβιέζερ ἐξ Ἀναθὼθ ἐκ γῆς Βενιαμείν, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:13	ὁ δέκατος τῷ μηνὶ τῷ δεκάτῳ Μεηρὰ ὁ ἐκ Νετουφὰτ τῷ Ζαρεί, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:14	ὁ ἑνδέκατος τῷ μηνὶ τῷ ἑνδεκάτῳ Βαναίας ὁ ἐκ Φαραθὼν τῶν υἱῶν Ἐφράιμ, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:15	ὁ δωδέκατος εἰς τὸν μῆνα τὸν δωδέκατον Χολδειὰ ὁ ἐκ Νετωφατεὶ τῷ Γοθονιήλ, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
1Ch 27:16	Καὶ ἐπὶ τῶν φυλῶν Ἰσραήλ, τῶν Ῥουβὴν ἡγούμενος Ἐλιέζερ ὁ τοῦ Ζεχρεί· τῷ Συμεὼν Σαφατίας ὁ τοῦ Μαχά·
1Ch 27:17	τῷ Λευεὶ Ἁσαβίας ὁ τοῦ Σαμουήλ· τῷ Ἀαρὼν Σαδώκ·
1Ch 27:18	τῷ Ἰούδᾳ Ἐλιὰβ τῶν ἀδελφῶν Δαυείδ· τῷ Ἰσσαχὰρ Ἀμβρεὶ ὁ τοῦ Μεισαήλ·
1Ch 27:19	τῷ Ζαβουλὼν Σαμαίας ὁ τοῦ Ἀβδειού· τῷ Νεφθαλεὶ Ἐρειμὼθ ὁ τοῦ Ἐσρειήλ·
1Ch 27:20	τῷ Ἐφράιμ Ὠσὴ ὁ τοῦ Ὀζειού· τῷ ἡμίσει φυλῆς Μανασσὴ Ἰωὴλ ὁ τοῦ Φαλαδαιά·
1Ch 27:21	τῷ ἡμίσει φυλῆς Μανασσὴ τῶν ἐν τῇ Γαλαὰδ Ἰαδδαὶ ὁ τοῦ Ζαβδειού· τοῖς υἱοῖς Βενιαμεὶν Ἀσειὴρ ὁ τοῦ Ἀβεννήρ·
1Ch 27:22	τῷ Δὰν Ἀζαραὴλ ὁ τοῦ Ἰωράμ· οὗτοι πατριάρχαι τῶν φυλῶν Ἰσραὴλ.
1Ch 27:23	καὶ οὐκ ἔλαβεν Δαυεὶδ τὸν ἀριθμὸν αὐτῶν ἀπὸ εἰκοσαετοῦς καὶ κάτω, ὅτι Κύριος εἶπεν πληθῦναι τὸν Ἰσραὴλ ὡς τοὺς ἀστέρας τοῦ οὐρανοῦ.
1Ch 27:24	καὶ Ἰωὰβ ὁ τοῦ Σαρουιὰ ἤρξατο ἀριθμεῖν ἐν τῷ λαῷ, καὶ οὐ συνετέλεσεν· καὶ ἐγένετο ἐν τούτοις ὀργὴ ἐπὶ Ἰσραήλ, καὶ οὐ κατεχωρίσθη ὁ ἀριθμὸς ἐν βιβλίῳ λόγων τῶν ἡμερῶν τοῦ βασιλέως Δαυείδ.
1Ch 27:25	καὶ ἐπὶ τῶν θησαυρῶν τοῦ βασιλέως Ἀσμὼθ ὁ τοῦ Ὠδιήλ, καὶ ἐπὶ τῶν θησαυρῶν τῶν ἐν ἀγρῷ καὶ ἐν ταῖς κώμαις καὶ ἐν τοῖς ἐποικίοις καὶ ἐν τοῖς πύργοις Ἰωναθὰν ὁ τοῦ Ὀζειού.
1Ch 27:26	ἐπὶ δὲ τῶν γεωργούντων τὴν γῆν τῶν ἐργαζομένων Ἐσδρεὶ ὁ τοῦ Χοβούδ.
1Ch 27:27	καὶ ἐπὶ τῶν χωρίων Σεμεεὶ ὁ ἐκ Ῥαήλ, καὶ ἐπὶ τῶν θησαυρῶν τῶν ἐν τοῖς χωρίοις τοῦ οἴνου Ζαχρεὶ ὁ τοῦ Σεφνεί.
1Ch 27:28	καὶ ἐπὶ τῶν ἐλαιώνων καὶ ἐπὶ τῶν συκαμίνων τῶν ἐν τῇ πεδινῇ Βαλανᾶς ὁ Γεδωρείτης· ἐπὶ δὲ τῶν θησαυρῶν τοῦ ἐλαίου Ἰωάς.
1Ch 27:29	καὶ ἐπὶ τῶν βοῶν τῶν νομάδων τῶν ἐν τῷ Ἀσειδὼν Ἀσαρταὶς ὁ Σαρωνείτης, καὶ ἐπὶ τῶν βοῶν τῶν ἐν τοῖς αὐλῶσιν Σωφὰν ὁ τοῦ Ἀδαί.
1Ch 27:30	ἐπὶ δὲ τῶν καμήλων Ἀβίας ὁ Ἰσμαηλείτης. ἐπὶ δὲ τῶν ὄνων Ἰαδίας ὁ ἐκ Μεραθών.
1Ch 27:31	καὶ ἐπὶ τῶν προβάτων Ἰαζεὶζ ὁ Γαρείτης. πάντες οὗτοι προστάται ὑπαρχόντων Δαυεὶδ τοῦ βασιλέως.
1Ch 27:32	Καὶ Ἰωναθὰν ὁ πατράδελφος Δαυεὶδ σύμβουλος, ἄνθρωπος συνετός· καὶ Ἰεὴλ ὁ τοῦ Ἁχαμεὶ μετὰ τῶν υἱῶν τοῦ βασιλέως.
1Ch 27:33	Ἀχειτόφελ σύμβουλος τοῦ βασιλέως, καὶ Χουσεὶ ὁ πρῶτος φίλος τοῦ βασιλέως.
1Ch 27:34	καὶ μετὰ τοῦτον Ἀχειτόφελ ἐχόμενος Ἰωδᾶε ὁ τοῦ Βαναίου καὶ Ἀβιαθάρ· καὶ Ἰωὰβ ἀρχιστράτηγος τοῦ βασιλέως.
1Ch 28:1	Καὶ ἐξεκκλησίασεν Δαυεὶδ πάντας τοὺς ἄρχοντας Ἰσραὴλ ἄρχοντας τῶν κριτῶν, καὶ τοὺς ἄρχοντας τῶν ἐφημεριῶν τῶν περὶ τὸ σῶμα τοῦ βασιλέως, καὶ ἄρχοντας τῶν χιλιάδων καὶ τῶν ἑκατοντάδων, καὶ τοὺς γαζοφύλακας, καὶ τοὺς ἐπὶ τῶν ὑπαρχόντων αὐτοῦ, καὶ τοὺς δυνάστας, καὶ τοὺς μαχητὰς ἐν Ἰερουσαλήμ.
1Ch 28:2	καὶ ἔστη Δαυεὶδ ἐν μέσῳ τῆς ἐκκλησίας καὶ εἶπεν Ἀκούσατέ μου, ἀδελφοὶ καὶ λαός μου. ἐμοὶ ἐγένετο ἐπὶ καρδίαν οἰκοδομῆσαι οἶκον ἀναπαύσεως τῆς κιβωτοῦ διαθήκης Κυρίου καὶ στάσιν ποδῶν κυρίου ἡμῶν, καὶ ἡτοίμασα τὰ εἰς τὴν κατασκήνωσιν ἐπιτήδεια·
1Ch 28:3	καὶ ὁ θεὸς εἶπεν Οὐκ οἰκοδομήσεις ἐμοὶ οἶκον τοῦ ἐπονομάσαι τὸ ὄνομά μου ἐπ᾽ αὐτῷ, ὅτι ἄνθρωπος πολεμιστὴς εἶ σὺ καὶ αἷμα ἐξέχεας.
1Ch 28:4	καὶ ἐξελέξατο Κύριος ὁ θεὸς Ἰσραὴλ ἐν ἐμοὶ ἀπὸ παντὸς οἴκου πατρός μου εἶναι βασιλέα ἐπὶ Ἰσραὴλ εἰς τὸν αἰῶνα· καὶ ἐν Ἰούδᾳ ᾑρέτικεν τὸ βασίλειον, καὶ ἐξ οἴκου Ἰούδα τὸν οἶκον τοῦ πατρός μου· ἐν ἐμοὶ ἠθέλησεν, τοῦ γενέσθαι με βασιλέα ἐπὶ τῷ παντὶ Ἰσραήλ.
1Ch 28:5	καὶ ἀπὸ πάντων τῶν υἱῶν μου, ὅτι πολλοὺς υἱοὺς ἔδωκέν μοι Κύριος, ἐξελέξατο ἐν Σαλωμὼν τῷ υἱῷ μου καθίσαι αὐτὸν ἐπὶ θρόνου βασιλείας Κυρίου ἐπὶ τὸν Ἰσραήλ.
1Ch 28:6	καὶ εἶπέν μοι ὁ θεός Σαλωμὼν ὁ υἱός σου κληρονομήσει τὸν οἶκόν μου καὶ τὴν αὐλήν μου, ὅτι ᾑρέτικα ἐν αὐτῷ εἶναί μου υἱόν, κἀγὼ ἔσομαι αὐτῷ εἰς πατέρα.
1Ch 28:7	καὶ κατορθώσω τὴν βασιλείαν αὐτοῦ ἕως αἰῶνος, ἐὰν ἰσχύσῃ τοῦ φυλάξασθαι τὰς ἐντολάς μου καὶ τὰ κρίματά μου ὡς ἡ ἡμέρα αὕτη.
1Ch 28:8	καὶ νῦν κατὰ πρόσωπον πάσης ἐκκλησίας Κυρίου καὶ ζητήσατε τὰς ἐντολὰς Κυρίου τοῦ θεοῦ ἡμῶν, ἵνα κληρονομήσητε τὴν γῆν τὴν ἀγαθὴν τοῖς υἱοῖς ἡμῶν ἕως αἰῶνος.
1Ch 28:9	καὶ νῦν, Σαλωμών, γνῶθι τὸν θεὸν τῶν πατέρων σου καὶ δούλευε ἐν καρδίᾳ τελείᾳ καὶ ψυχῇ θελούσῃ, ὅτι πάσας καρδίας ἐτάζει Κύριος καὶ πᾶν ἐνθύμημα γιγνώσκει· ἐὰν ζητήσῃς αὐτόν, εὑρεθήσεταί σοι· καὶ ἐὰν καταλείψῃς αὐτόν, καταλείψει σε εἰς τέλος.
1Ch 28:10	ἴδε, τοίνυν· Κύριος ᾑρέτικέν σε οἰκοδομῆσαι αὐτῷ οἶκον εἰς ἁγίασμα· ἴσχυε καὶ ποίει.
1Ch 28:11	Καὶ ἔδωκεν Δαυεὶδ Σαλωμὼν τῷ υἱῷ αὐτοῦ τὸ παράδειγμα τοῦ ναοῦ καὶ τῶν οἴκων αὐτοῦ καὶ τῶν ζακχὼ αὐτοῦ καὶ τῶν ὑπερῴων καὶ τῶν ἀποθηκῶν τῶν ἐσωτέρων καὶ τοῦ οἴκου τοῦ ἐξιλασμοῦ,
1Ch 28:12	καὶ τὸ παράδειγμα ὃ εἶχεν ἐν πνεύματι αὐτοῦ τῶν αὐλῶν οἴκου Κυρίου, καὶ πάντων τῶν παστοφορίων τῶν κύκλῳ τῶν εἰς τὰς ἀποθήκας Κυρίου καὶ τῶν ἀποθηκῶν τῶν ἁγίων,
1Ch 28:13	καὶ τῶν καταλυμάτων τῶν ἐφημεριῶν τῶν ἱερέων καὶ τῶν Λευεῖτων εἰς πᾶσαν ἐργασίαν λειτουργίας οἴκου Κυρίου, καὶ τῶν ἀποθηκῶν τῶν λειτουργησίμων σκευῶν.
1Ch 28:14	καὶ τὸν σταθμὸν τῆς ὁλκῆς αὐτῶν τῶν τε χρυσῶν καὶ ἀργυρῶν,
1Ch 28:15	λυχνιῶν τὴν ὁλκὴν ἔδωκεν αὐτῷ καὶ τῶν λύχνων.
1Ch 28:16	ἔδωκεν αὐτῷ ὁμοίως τὸν σταθμὸν τῶν τραπεζῶν τῆς προθέσεως, ἑκάστης τραπέζης χρυσῆς καὶ ὡσαύτως τῶν ἀργυρῶν,
1Ch 28:17	καὶ τῶν κρεαγρῶν καὶ σπονδείων καὶ τῶν φιαλῶν τῶν χρυσῶν, καὶ σταθμὸν τῶν χρυσῶν καὶ τῶν ἀργυρῶν, ἑκάστου σταθμοῦ.
1Ch 28:18	καὶ τὸν τοῦ θυσιαστηρίου τῶν θυμιαμάτων ἐκ χρυσίου δοκίμου σταθμὸν ὑπέδειξεν αὐτῷ, καὶ τὸ παράδειγμα τοῦ ἅρματος τῶν χερουβεὶν τῶν διαπεπετασμένων ταῖς πτέρυξιν καὶ σκιαζόντων ἐπὶ τῆς κιβωτοῦ διαθήκης Κυρίου.
1Ch 28:19	πάντα ἐν γραφῇ χειρὸς Κυρίου ἔδωκεν Δαυεὶδ Σαλωμὼν κατὰ τὴν περιγενηθεῖσαν αὐτῷ σύνεσιν τῆς κατεργασίας τοῦ παραδείγματος.
1Ch 28:20	καὶ εἶπεν Δαυεὶδ Σαλωμὼν τῷ υἱῷ αὐτοῦ Ἴσχυε καὶ ἀνδρίζου καὶ ποίει, μὴ φοβοῦ μηδὲ πτοηθῇς· ὅτι Κύριος ὁ θεός μου μετὰ σοῦ, οὐκ ἀνήσει σε καὶ οὐ μή σε ἐνκαταλίπῃ ἕως τοῦ συντελέσαι σε πᾶσαν ἐργασίαν λειτουργίας οἴκου Κυρίου. τὸ παράδειγμα τοῦ ναοῦ καὶ τοῦ οἴκου αὐτοῦ καὶ σακχὼ αὐτοῦ καὶ τὰ ὑπερῷα καὶ τὰς ἀποθήκας τὰς ἐσωτέρας καὶ τὸν οἶκον τοῦ ἱλασμοῦ, καὶ τὸ παράδειγμα οἴκου Κυρίου.
1Ch 28:21	καὶ ἰδοὺ αἱ ἐφημερίαι τῶν ἱερέων καὶ τῶν Λευείτων εἰς πᾶσαν λειτουργίαν οἴκου Κυρίου, καὶ μετὰ σοῦ ἐν πάσῃ πραγματείᾳ, καὶ πᾶς πρόθυμος ἐν σοφίᾳ κατὰ πᾶσαν τέχνην, καὶ οἱ ἄρχοντες καὶ πᾶς ὁ λαὸς εἰς πάντας τοὺς λόγους σου.
1Ch 29:1	Καὶ εἶπεν Δαυεὶδ ὁ βασιλεὺς πάσῃ τῇ ἐκκλησίᾳ Σαλωμὼν ὁ υἱός μου, εἷς ὃν ᾑρέτικεν ἐν αὐτῷ Κύριος, νέος καὶ ἁπαλός, καὶ τὸ ἔργον μέγα, ὅτι οὐκ ἀνθρώπῳ ἀλλ᾽ ἢ Κυρίῳ θεῷ.
1Ch 29:2	κατὰ πᾶσαν τὴν δύναμιν ἡτοίμακα εἰς οἶκον θεοῦ μου χρυσίον, ἀργύριον, χαλκόν, σίδηρον, ξύλα, λίθους σόομ καὶ πληρώσεως καὶ λίθους πολυτελεῖς καὶ ποικίλους, καὶ πάντα λίθον τίμιον, καὶ πάριον πολύ.
1Ch 29:3	καὶ ἔτι ἐν τῷ εὐδοκῆσαί με ἐν οἴκῳ θεοῦ μου ἔστιν μοι ὃ περιπεποίημαι χρυσίον καὶ ἀργύριον, καὶ ἰδοὺ δέδωκα εἰς οἶκον θεοῦ μου εἰς ὕψος, ἐκτὸς ὧν ἡτοίμακα εἰς τὸν οἶκον τῶν ἁγίων,
1Ch 29:4	τρισχίλια τάλαντα χρυσίου τοῦ ἐκ Σουφεὶρ καὶ ἑπτακισχίλια τάλαντα ἀργυρίου δοκίμου, ἐξαλιφῆναι ἐν αὐτοῖς τοὺς τοίχους τοῦ ἱεροῦ
1Ch 29:5	διὰ χειρὸς τεχνιτῶν. καὶ τίς ὁ προθυμούμενος πληρῶσαι τὰς χεῖρας αὐτοῦ σήμερον Κυρίῳ;
1Ch 29:6	καὶ προεθύμησαν ἄρχοντες πατριῶν καὶ οἱ ἄρχοντες τῶν υἱῶν Ἰσραήλ, καὶ οἱ χιλίαρχοι καὶ οἱ ἑκατόνταρχοι, καὶ οἱ προστάται τῶν ἔργων, καὶ οἱ οἰκοδόμοι τοῦ βασιλέως·
1Ch 29:7	καὶ ἔδωκαν εἰς τὰ ἔργα οἴκου Κυρίου χρυσίου τάλαντα πεντακισχίλια καὶ χρυσοῦς μυρίους, καὶ ἀργυρίου ταλάντων δέκα χιλιάδας, καὶ χαλκοῦ τάλαντα μύρια ὀκτακισχίλια, καὶ σιδήρου ταλάντων χιλιάδας ἑκατόν.
1Ch 29:8	καὶ οἷς εὑρέθη παρ᾽ αὐτοῖς λίθος, ἔδωκαν εἰς τὰς ἀποθήκας οἴκου Κυρίου διὰ χειρὸς Βεσιὴλ τοῦ Γηρσομνεί.
1Ch 29:9	καὶ εὐφράνθη ὁ λαὸς ὑπὲρ τοῦ προθυμηθῆναι, ὅτι ἐν καρδίᾳ πλήρει προεθυμήθησαν τῷ κυρίῳ, καὶ Δαυεὶδ ὁ βασιλεὺς εὐφράνθη μεγάλως.
1Ch 29:10	καὶ εὐλόγησεν ὁ βασιλεὺς Δαυεὶδ τὸν κύριον ἐνώπιον τῆς ἐκκλησίας λέγων Εὐλογητὸς εἶ, Κύριε ὁ θεὸς Ἰσραήλ, ὁ πατὴρ ἡμῶν ἀπὸ τοῦ αἰῶνος καὶ ἕως τοῦ αἰῶνος.
1Ch 29:11	σύ, Κύριε, ἡ μεγαλωσύνη καὶ ἡ δύναμις καὶ τὸ καύχημα καὶ ἡ νίκη καὶ ἡ ἰσχύς, ὅτι σὺ πάντων τῶν ἐν τῷ οὐρανῷ καὶ ἐπὶ τῆς γῆς δεσπόζεις· ἀπὸ προσώπου σου ταράσσεται πᾶς βασιλεὺς καὶ ἔθνος.
1Ch 29:12	παρὰ σοῦ ὁ πλοῦτος καὶ ἡ δόξα, σὺ πάντων ἄρχεις, Κύριε ὁ ἄρχων πάσης ἀρχῆς, καὶ ἐν χειρί σου ἰσχὺς καὶ δυναστεία, καὶ ἐν χειρί σου, Παντοκράτωρ, μεγαλῦναι καὶ κατισχῦσαι τὰ πάντα.
1Ch 29:13	καὶ νῦν, Κύριε, ἐξομολογούμεθά σοι καὶ αἰνοῦμεν τὸ ὄνομα τῆς καυχήσεώς σου.
1Ch 29:14	καὶ τίς εἰμι ἐγὼ καὶ τίς ὁ λαός σου ὅτι ἰσχύσαμεν προθυμηθῆναί σοι κατὰ ταῦτα; ὅτι σὰ τὰ πάντα, καὶ τῶν σῶν δεδώκαμέν σοι.
1Ch 29:15	ὅτι πάροικοί ἐσμεν ἐναντίον σου, καὶ κατοικοῦντες ὡς πάντες οἱ πατέρες ἡμῶν. ὡς σκιὰ αἱ ἡμέραι ἡμῶν ἐπὶ γῆς, καὶ οὐκ ἔστιν ὑπομονή.
1Ch 29:16	Κύριε ὁ θεὸς ἡμῶν, πρὸς πᾶν τὸ πλῆθος τοῦτο ὃ ἡτοίμακα οἰκοδομηθῆναι οἶκον τῷ ὀνόματι τῷ ἁγίῳ σου, ἐκ χειρός σού ἐστιν, καὶ σοὶ τὰ πάντα.
1Ch 29:17	καὶ ἔγνων, Κύριε, ὅτι σὺ εἶ ὁ ἐτάζων καρδίας, καὶ δικαιοσύνην ἀγαπᾷς. ἐν ἁπλότητι καρδίας προεθυμήθην πάντα ταῦτα, καὶ νῦν τὸν λαόν σου τὸν εὑρεθέντα ὧδε εἶδον ἐν εὐφροσύνῃ προθυμηθέντα σοι.
