Lev 1:1	ΚΑΙ ἀνεκάλεσεν Μωυσῆν καὶ ἐλάλησεν Κύριος αὐτῷ ἐκ τῆς σκηνῆς τοῦ μαρτυρίου λέγων
Lev 25:32	καὶ αἱ πόλεις τῶν Λευειτῶν, οἰκίαι τῶν πόλεων αὐτῶν κατασχέσεως, λυτρωταὶ διὰ παντὸς ἔσονται τοῖς Λευείταις·
Lev 25:33	καὶ ὃς ἂν λυτρωσάμενος παρὰ τῶν Λευειτῶν, καὶ ἐξελεύσεται ἡ διάπρασις αὐτῶν οἰκιῶν πόλεως κατασχέσεως αὐτῶν ἐν τῇ ἀφέσει, ὅτι οἰκίαι τῶν πόλεων τῶν Λευειτῶν κατάσχεσις αὐτῶν ἐν μέσῳ υἱῶν Ἰσραήλ.
Lev 25:34	καὶ οἱ ἀγροὶ ἀφωρισμένοι ταῖς πόλεσιν αὐτῶν οὐ πραθήσονται, ὅτι κατάσχεσις αἰωνία τοῦτο αὐτῶν ἐστιν.
Lev 25:35	Ἐὰν δὲ πένηται ὁ ἀδελφός σου καὶ ἀδυνατήσει ταῖς χερσὶν παρὰ σοῦ, ἀντιλήμψῃ αὐτοῦ ὡς προσηλύτου καὶ παροίκου, καὶ ζήσεται ὁ ἀδελφός σου μετὰ σοῦ.
Lev 25:36	οὐ λήμψῃ παρ᾽ αὐτοῦ τόκον οὐδὲ ἐπὶ πλήθει, καὶ φοβηθήσῃ τὸν θεόν σου· ἐγὼ Κύριος· καὶ ζήσεται ὁ ἀδελφός σου μετὰ σοῦ.
Lev 25:37	τὸ ἀργύριόν σου οὐ δώσεις αὐτῷ ἐπὶ τὸκῳ, καὶ πλεονασμὸν οὐ δώσεις αὐτῷ τὰ βρώματά σου.
Lev 25:38	ἐγὼ Κύριος ὁ θεὸς ὑμῶν ὁ ἐξαγαγὼν ὑμᾶς ἐκ γῆς Αἰγύπτου, δοῦναι ὑμῖν τὴν γῆν Χανάαν ὥστε εἶναι ὑμῶν θεός.
Lev 25:39	ἐὰν δὲ ταπεινωθῇ ὁ ἀδελφός σου παρὰ σοὶ καὶ πραθῇ σοι, οὐ δουλεύσει σοι δουλίαν οἰκέτου·
Lev 25:40	ὡς μισθωτὸς ἢ πάροικος ἔσται σοι, ἕως τοῦ ἔτους τῆς ἀφέσεως ἐργᾶται παρὰ σοί
Lev 25:41	καὶ ἐξελεύσεται τῇ ἀφέσει καὶ τὰ τέκνα αὐτοῦ μετ᾽ αὐτοῦ, καὶ ἀπελεύσεται εἰς τὴν γενεὰν αὐτοῦ· εἰς τὴν κατάσχεσιν τὴν πατρικὴν ἀποδραμεῖται.
Lev 25:42	διότι οἰκέται μού εἰσιν οὗτοι οὓς ἐξήγαγον ἐκ γῆς Αἰγύπτου, οὐ πραθήσεται ἐν πράσει οἰκέτου.
Lev 25:43	οὐ κατατενεῖς αὐτὸν ἐν τῷ μόχθῳ, καὶ φοβηθήσῃ Κύριον τὸν θεόν σου.
Lev 25:44	καὶ παῖς καὶ παιδίσκη ὅσοι ἂν γένωνταί σοι ἀπὸ τῶν ἐθνῶν ὅσοι κύκλῳ σού εἰσιν, ἀπ᾽ αὐτῶν κτήσεσθε δοῦλον καὶ δούλην.
Lev 25:45	καὶ ἀπὸ τῶν υἱῶν τῶν παροίκων τῶν ὄντων ἐν ὑμῖν, ἀπὸ τούτων κτήσεσθε καὶ ἀπὸ τῶν συγγενῶν αὐτῶν ὅσοι ἂν γένωνται ἐν τῇ γῇ ὑμῶν· ἔστωσαν ὑμῖν εἰς κατάσχεσιν.
Lev 25:46	καὶ καταμεριεῖτε αὐτοὺς τοῖς τέκνοις ὑμῶν μεθ᾽ ὑμᾶς, καὶ ἔσονται ὑμῖν κατόχιμοι εἰς τὸν αἰῶνα· τῶν ἀδελφῶν ὑμῶν τῶν υἱῶν Ἰσραήλ, ἕκαστος τὸν ἀδελφὸν αὐτοῦ οὐ κατατενεῖ αὐτὸν ἐν τοῖς μόχθοις.
Lev 25:47	Ἐὰν δὲ εὕρῃ ἡ χεὶρ τοῦ προσηλύτου ἢ τοῦ παροίκου τοῦ παρὰ σοί, καὶ ἀπορηθεὶς ὁ ἀδελφός σου πραθῇ τῷ προσηλύτῳ ἢ τῷ παροίκῳ τῷ παρὰ σοὶ ἐκ γενετῆς προσηλύτῳ,
Lev 25:48	μετὰ τὸ πραθῆναι αὐτῷ λύτρωσις ἔσται αὐτῷ· εἷς τῶν ἀδελφῶν σου λυτρώσεται αὐτόν.
Lev 25:49	ἀδελφὸς πατρὸς αὐτοῦ ἢ υἱὸς ἀδελφοῦ πατρὸς λυτρώσεται αὐτόν, ἢ ἀπὸ τῶν οἰκείων τῶν σαρκῶν αὐτοῦ ἐκ τῆς φυλῆς αὐτοῦ λυτρώσεται αὐτόν· ἐὰν δὲ εὐπορηθεὶς ταῖς χερσὶν λυτρώσηται ἑαυτόν,
Lev 25:50	καὶ συλλογιεῖται πρὸς τὸν κεκτημένον αὐτὸν ἀπὸ τοῦ ἔτους οὗ ἀπέδοτο ἑαυτὸν αὐτῷ ἕως τοῦ ἐνιαυτοῦ τῆς ἀφέσεως, καὶ ἔσται τὸ ἀργύριον τῆς πράσεως αὐτοῦ ὡς μισθίου· ἔτος ἐξ ἔτους ἔσται μετ᾽ αὐτοῦ.
Lev 25:51	ἐὰν δέ τινι πλεῖον τῶν ἐτῶν ᾖ, πρός ταῦτα ἀποδώσει τὰ λύτρα αὐτοῦ ἀπό τοῦ ἀργυρίου τῆς πράσεως αὐτοῦ·
Lev 25:52	ἐὰν δὲ ὀλίγον καταλειφθῇ ἀπὸ τῶν ἐτῶν εἰς τὸν ἐνιαυτὸν τῆς ἀφέσεως, καὶ συλλογιεῖται αὐτῷ κατὰ τὰ ἔτη αὐτοῦ, καὶ ἀποδώσει τὰ λύτρα αὐτοῦ. ὡς μισθωτὸς
Lev 25:53	ἐνιαυτὸς ἐξ ἐνιαυτοῦ ἔσται μετ᾽ αὐτοῦ· οὐ κατατενεῖς αὐτὸν ἐν τῷ μόχθῳ ἐνώπιόν σου.
Lev 25:54	ἐὰν δὲ μὴ λυτρῶται μετὰ ταῦτα, ἐξελεύσεται ἐν τῷ ἔτει τῆς ἀφέσεως αὐτὸς καὶ τὰ παιδία αὐτοῦ μετ᾽ αὐτοῦ.
Lev 25:55	ὅτι ἐμοὶ οἱ υἱοὶ Ἰσραὴλ οἰκέται εἰσίν· παῖδές μου οὗτοί εἰσιν οὕς ἐξήγαγον ἐκ γῆς Αἰγύπτου.
Lev 26:1	Ἐγὼ Κύριος ὁ θεὸς ὑμῶν· οὐ ποιήσετε ὑμῖν αὐτοῖς χειροποίητα οὐδὲ γλυπτά, οὐδὲ στήλην ἀναστήσετε ὑμῖν, οὐδὲ λίθον σκοπὸν θήσετε ἐν τῇ γῇ ὑμῶν προσκυνῆσαι αὐτῷ· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 26:2	τὰ σάββατά μου φυλάξεσθε, καὶ ἀπὸ τῶν ἁγίων μου φοβηθήσεσθε· ἐγώ εἰμι Κύριος.
Lev 26:3	Ἐὰν τοῖς προστάγμασίν μου πορεύησθε, καὶ τὰς ἐντολάς μου φυλάσσησθε καὶ ποιήσητε αὐτάς,
Lev 26:4	καὶ δώσω τὸν ὑετὸν ὑμῖν ἐν καιρῷ αὐτοῦ, καὶ ἡ γῆ δώσει τὰ γενήματα αὐτῆς, καὶ τὰ ξύλα τῶν πεδίων ἀποδώσει τὸν καρπὸν αὐτῶν·
Lev 26:5	καὶ καταλήμψεται ὑμῖν ὁ ἄμητος τὸν τρύγητον, καὶ ὁ τρύγητος καταλήμψεται τὸν σπόρον, καὶ φάγεσθε τὸν ἄρτον ὑμῶν εἰς πλησμονήν, καὶ κατοικήσετε μετὰ ἀσφαλίας ἐπὶ τῆς γῆς ὑμῶν, καὶ πόλεμος οὐ διελεύσεται διὰ τῆς γῆς ὑμῶν·
Lev 26:6	καὶ δώσω εἰρήνην ἐν τῇ γῇ ὑμῶν, καὶ κοιμηθήσεσθε καὶ οὐκ ἔσται ὑμᾶς ὁ ἐκφοβῶν, καὶ ἀπολῶ θηρία πονηρὰ ἐκ τῆς γῆς ὑμῶν.
Lev 26:7	καὶ διώξεσθε τοὺς ἐχθροὺς ὑμῶν, καὶ πεσοῦνται ἐναντίον ὑμῶν φόνῳ·
Lev 26:8	καὶ διώξονται ἐξ ὑμῶν πέντε ἑκατόν, καὶ ἑκατὸν ὑμῶν διώξονται μυριάδας, καὶ πεσοῦνται οἱ ἐχθροὶ ὑμῶν ἐναντίον ὑμῶν μαχαίρᾳ.
Lev 26:9	καὶ ἐπιβλέψω ἐφ᾽ ὑμᾶς, καὶ αὐξανῶ ὑμᾶς καὶ πληθυνῶ ὑμᾶς, καὶ στήσω τὴν διαθήκην μου μεθ᾽ ὑμῶν·
Lev 26:10	καὶ φάγεσθε παλαιὰ καὶ παλαιὰ παλαιῶν, καὶ παλαιὰ ἐκ προσώπου νέων ἐξοίσετε·
Lev 26:11	καὶ θήσω τὴν διαθήκην μου ἐν ὑμῖν, καὶ οὐ βδελύξεται ἡ ψυχή μου ὑμᾶς·
Lev 26:12	καὶ ἐνπεριπατήσω ἐν ὑμῖν καὶ ἔσομαι ὑμῖν θεός, καὶ ὑμεῖς ἔσεσθέ μου λαός.
Lev 26:13	ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν ὁ ἐξαγαγὼν ὑμᾶς ἐκ γῆς Αἰγύπτου, ὄντων ὑμῶν δούλων, καὶ συνέτριψα τὸν δεσμὸν τοῦ ζυγοῦ ὑμῶν καὶ ἤγαγον ὑμᾶς μετὰ παρρησίας.
Lev 26:14	Ἐὰν δὲ μὴ ὑπακούσητέ μου, μηδὲ ποιήσητε τὰ προστάγματά μου ταῦτα,
Lev 26:15	ἀλλὰ ἀπειθήσητε αὐτοῖς, καὶ τοῖς κρίμασίν μου προσοχθίσῃ ἡ ψυχὴ ὑμῶν ὥστε ὑμᾶς μὴ ποιεῖν πάσας τὰς ἐντολάς μου, ὥστε διασκεδάσαι τὴν διαθήκην μου·
Lev 26:16	καὶ ἐγὼ ποιήσω οὕτως ὑμῖν, καὶ ἐπισυστήσω ἐφ᾽ ὑμᾶς τήν ἀπορίαν τήν τε ψώραν καὶ τὸν ἴκτερα καὶ σφακελίζοντας τοὺς ὀφθαλμοὺς ὑμῶν καὶ τὴν ψυχὴν ὑμῶν ἐκτήκουσαν· καὶ σπερεῖτε διὰ κενῆς τὰ σπέρματα ὑμῶν καὶ ἔδονται οἱ ὑπεναντίοι ὑμῶν.
Lev 26:17	καὶ ἐπιστήσω τὸ πρόσωπόν μου ἐφ᾽ ὑμᾶς, καὶ πεσεῖσθε ἐναντίον τῶν ἐχθρῶν, καὶ διώξονται ὑμᾶς οἱ μισοῦντες ὑμᾶς, καὶ φεύξεσθε οὐθενὸς διώκοντος ὑμᾶς.
Lev 26:18	καὶ ἐὰν ἕως τούτου μὴ ὑπακούσητέ μου, καὶ προσθήσω τοῦ παιδεῦσαι ὑμᾶς ἑπτάκις ἐπὶ ταῖς ἁμαρτίαις ὑμῶν·
Lev 26:19	καὶ συντρίψω τὴν ὕβριν τῆς ὑπερηφανίας ὑμῶν, καὶ θήσω τὸν οὐρανὸν ὑμῖν σιδηροῦν καὶ τὴν γῆν ὑμῶν ὡσεὶ χαλκῆν.
Lev 26:20	καὶ ἔσται εἰς κενὸν ἡ ἰσχὺς ὑμῶν, καὶ οὐ δώσει ἡ γῆ ὑμῶν τὸν σπόρον αὐτῆς, καὶ τὸ ξύλον τοῦ ἀγροῦ ὑμῶν οὐ δώσει τὸν καρπὸν αὐτοῦ.
Lev 26:21	καὶ ἐὰν μετὰ ταῦτα πορεύησθε πλάγιοι καὶ μὴ βούλησθε ὑπακούειν μου, προσθήσω ὑμῖν πληγὰς ἑπτὰ κατὰ τὰς ἁμαρτίας ὑμῶν·
Lev 26:22	καὶ ἀποστέλλω ἐφ᾽ ὑμᾶς τὰ θήρια τὰ ἄγρια τῆς γῆς καὶ κατέδεται ὑμᾶς καὶ ἐξαναλώσει τὰ κτήνη ὑμῶν, καὶ ὀλιγοστοὺς ποιήσω ὑμᾶς, καὶ ἐρημωθήσονται αἱ ὁδοὶ ὑμῶν.
Lev 26:23	καὶ ἐπὶ τούτοις ἐὰν μὴ παιδευθῆτε ἀλλὰ πορεύησθε πρὸς μὲ πλάγιοι,
Lev 26:24	πορεύσομαι κἀγὼ μεθ᾽ ὑμῶν θυμῷ πλαγίῳ, καὶ πατάξω ὑμᾶς κἀγὼ ἑπτάκις ἀντὶ τῶν ἁμαρτιῶν ὑμῶν.
Lev 26:25	καὶ ἐπάξω ἐφ᾽ ὑμᾶς μάχαιραν ἐκδικοῦσαν δίκην διαθήκης, καὶ καταφεύξεσθε εἰς τὰς πόλεις ὑμῶν· καὶ ἐξαποστελῶ θάνατον εἰς ὑμᾶς, καὶ παραδοθήσεσθε εἰς χεῖρας ἐχθρῶν.
Lev 26:26	ἐν τῷ θλίψαι ὑμᾶς σιτοδείᾳ ἄρτων, καὶ πέψουσιν δέκα γυναῖκες τοὺς ἄρτους ὑμῶν ἐν κλιβάνῳ ἑνί, καὶ ἀποδώσουσιν τοὺς ἄρτους ὑμῶν ἐν σταθμῷ· καὶ φάγεσθε καὶ οὐ μὴ ἐμπλησθῆτε.
Lev 26:27	Ἐὰν δὲ ἐπὶ τούτοις μὴ ὑπακούσητέ μου καὶ πορεύησθε πρὸς μὲ πλάγιοι,
Lev 26:28	καὶ αὐτὸς πορεύσομαι μεθ᾽ ὑμῶν ἐν θυμῷ πλαγίῳ, καὶ παιδεύσω ὑμᾶς ἐγὼ ἑπτάκις κατὰ τὰς ἁμαρτίας ὑμῶν·
Lev 26:29	καὶ φάγεσθε τὰς σάρκας τῶν υἱῶν ὑμῶν, καὶ τὰς σάρκας τῶν θυγατέρων ὑμῶν φάγεσθε·
Lev 26:30	καὶ ἐρημώσω τὰς στήλας ὑμῶν, καὶ ἐξολεθρεύσω τὰ ξύλινα χειροποίητα ὑμῶν, καὶ θήσω τὰ κῶλα ὑμῶν ἐπὶ τὰ κῶλα τῶν εἰδώλων ὑμῶν, καὶ προσοχθιεῖ ἡ ψυχή μου ὑμῖν·
Lev 26:31	καὶ θήσω τὰς πόλεις ὑμῶν ἐρήμους, καὶ ἐξερημώσω τὰ ἅγια ὑμῶν, καὶ οὐ μὴ ὀσφρανθῶ τῆς ὀσμῆς τῶν θυσιῶν ὑμῶν·
Lev 26:32	καὶ ἐξερημώσω ἐγὼ τὴν γῆν ὑμῶν, καὶ θαυμάσονται ἐπ᾽ αὐτῇ οἱ ἐχθροὶ ὑμῶν οἱ ἐνοικοῦντες ἐν αὐτῇ·
Lev 26:33	καὶ διασπερῶ ὑμᾶς εἰς τὰ ἔθνη, καὶ ἐξαναλώσει ὑμᾶς ἐπιπορευομένη ἡ μάχαιρα· καὶ ἔσται ἡ γῆ ὑμῶν ἔρημος, καὶ αἱ πόλεις ὑμῶν ἔσονται ἔρημοι.
Lev 26:34	τότε εὐδοκήσει ἡ γῆ τὰ σάββατα αὐτῆς καὶ πάσας τὰς ἡμέρας τῆς ἐρημώσεως αὐτῆς, καὶ ὑμεῖς ἔσεσθε ἐν τῇ γῇ τῶν ἐχθρῶν ὑμῶν· τότε σαββατιεῖ ἡ γῆ, καὶ εὐδοκήσει ἡ γῆ τὰ σάββατα αὐτῆς.
Lev 26:35	πάσας τὰς ἡμέρας τῆς ἐρημώσεως αὐτῆς, σαββατιεῖ ἃ οὐκ ἐσαββάτισεν ἐν τοῖς σαββάτοις ὑμῶν, ἡνίκα κατῳκεῖτε αὐτήν.
Lev 26:36	καὶ τοῖς καταλειφθεῖσιν ἐξ ὑμῶν ἐπάξω δουλίαν εἰς τὴν καρδίαν αὐτῶν ἐν τῇ γῇ τῶν ἐχθρῶν αὐτῶν, καὶ διώξεται αὐτοὺς φωνὴ φύλλου φερομένου, καὶ φεύξονται ὡς φεύγοντες ἀπὸ πολέμου, καὶ πεσοῦνται οὐθενὸς διώκοντος·
Lev 26:37	καὶ ὑπερόψεται ὁ ἀδελφὸς τὸν ἀδελφὸν ὡσεὶ ἐν πολέμῳ οὐθενὸς κατατρέχοντος, καὶ οὐ δυνήσεσθε ἀντιστῆναι τοῖς ἐχθροῖς ὑμῶν.
Lev 26:38	καὶ ἀπολεῖσθε ἐν τοῖς ἔθνεσιν, καὶ κατέδεται ὑμᾶς ἡ γῆ τῶν ἐχθρῶν ὑμῶν·
Lev 26:39	καὶ οἱ καταλειφθέντες ἀφ᾽ ὑμῶν καταφθαρήσονται διὰ τὰς ἁμαρτίας ὑμῶν· ἐν τῇ γῇ τῶν ἐχθρῶν αὐτῶν τακήσονται.
Lev 26:40	καὶ ἐξαγορεύσουσιν τὰς ἁμαρτίας αὐτῶν καὶ τὰς ἁμαρτίας τῶν πατέρων αὐτῶν, ὅτι παρέβησαν καὶ ὑπερεῖδόν με, καὶ ὅτι ἐπορεύθησαν ἐναντίον μου πλάγιοι,
Lev 26:41	καὶ ἐγὼ ἐπορεύθην μετ᾽ αὐτῶν ἐν θυμῷ πλαγίῳ· καὶ ἀπολῶ αὐτοὺς ἐν τῇ γῇ τῶν ἐχθρῶν αὐτῶν· τότε ἐντραπήσεται ἡ καρδία αὐτῶν ἡ ἀπερίτμητος, καὶ τότε εὐδοκήσουσιν τὰς ἁμαρτίας αὐτῶν.
Lev 26:42	καὶ μνησθήσομαι τῆς διαθήκης Ἰακώβ, καὶ τῆς διαθήκης Ἰσαὰκ καὶ τῆς διαθήκης Ἀβραὰμ μνησθήσομαι· καὶ τῆς γῆς μνησθήσομαι.
Lev 26:43	καὶ ἡ γῆ ἐνκαταλειφθήσεται ὑπ᾽ αὐτῶν· τότε προσδέξεται ἡ γῆ τὰ σάββατα αὐτῆς ἐν τῷ ἐρημωθῆναι αὐτὴν δι᾽ αὐτούς, καὶ αὐτοὶ προσδέξονται τὰς αὐτῶν ἀνομίας ἀνθ᾽ ὧν τὰ κρίματά μου ὑπερεῖδον καὶ τοῖς προστάγμασίν μου προσώχθισαν τῇ ψυχῇ αὐτῶν.
Lev 26:44	καὶ οὐδ᾽ ὣς ὄντων αὐτῶν ἐν τῇ γῇ τῶν ἐχθρῶν αὐτῶν οὐχ ὑπερεῖδον αὐτούς, οὐδὲ προσώχθισα αὐτοῖς ὥστε ἐξαναλῶσαι αὐτούς, τοῦ διασκεδάσαι τὴν διαθήκην μου τὴν πρὸς αὐτούς· ὅτι ἐγώ εἰμι Κύριος ὁ θεὸς αὐτῶν.
