# NIV84 1 Chronicles — converted from PDF (AGES Digital Library transcription of the New International Version, 1984 edition); source PDF pages 926-1002
1:1	Adam, Seth, Enosh,
33:2	He did evil in the eyes of the LORD, following the detestable practices of the nations the LORD had driven out before the Israelites.
33:3	He rebuilt the high places his father Hezekiah had demolished; he also erected altars to the Baals and made Asherah poles. He bowed down to all the starry hosts and worshipped them.
33:4	He built altars in the temple of the LORD, of which the LORD had said, “My Name will remain in Jerusalem for ever.”
33:5	In both courts of the temple of the LORD, he built altars to all the starry hosts.
33:6	He sacrificed his sons in [Or He made his sons pass through] the fire in the Valley of Ben Hinnom, practised sorcery, divination and witchcraft, and consulted mediums and spiritists. He did much evil in the eyes of the LORD, provoking him to anger.
33:7	He took the carved image he had made and put it in God’s temple, of which God had said to David and to his son Solomon, “In this temple and in Jerusalem, which I have chosen out of all the tribes of Israel, I will put my Name for ever.
33:8	I will not again make the feet of the Israelites leave the land I assigned to your forefathers, if only they will be careful to do everything that I commanded them concerning all the laws, decrees and ordinances given through Moses.”
33:9	But Manasseh led Judah and the people of Jerusalem astray, so that they did more evil than the nations the LORD had destroyed before the Israelites.
33:10	The LORD spoke to Manasseh and his people, but they paid no attention.
33:11	So the LORD brought against them the army commanders of the king of Assyria, who took Manasseh prisoner, put a hook in his nose, bound him with bronze shackles and took him to Babylon.
33:12	In his distress he sought the favour of the LORD his God and humbled himself greatly before the God of his fathers.
33:13	And when he prayed to him, the LORD was moved by his entreaty and listened to his plea; so he brought him back to Jerusalem and to his kingdom. Then Manasseh knew that the LORD is God.
33:14	Afterwards he rebuilt the outer wall of the City of David, west of the Gihon spring in the valley, as far as the entrance of the Fish Gate and encircling the hill of Ophel; he also made it much higher. He stationed military commanders in all the fortified cities in Judah.
33:15	He got rid of the foreign gods and removed the image from the temple of the LORD, as well as all the altars he had built on the temple hill and in Jerusalem; and he threw them out of the city.
33:16	Then he restored the altar of the LORD and sacrificed fellowship offerings [Traditionally peace offerings] and thank-offerings on it, and told Judah to serve the LORD, the God of Israel.
33:17	The people, however, continued to sacrifice at the high places, but only to the LORD their God.
33:18	The other events of Manasseh’s reign, including his prayer to his God and the words the seers spoke to him in the name of the LORD, the God of Israel, are written in the annals of the kings of Israel. [That is, Judah, as frequently in 2 Chronicles]
33:19	His prayer and how God was moved by his entreaty, as well as all his sins and unfaithfulness, and the sites where he built high places and set up Asherah poles and idols before he humbled himself — all are written in the records of the seers. [One Hebrew manuscript and Septuagint; most Hebrew manuscripts of Hozai]
33:20	Manasseh rested with his fathers and was buried in his palace. And Amon his son succeeded him as king.
33:21	Amon was twenty-two years old when he became king, and he reigned in Jerusalem for two years.
33:22	He did evil in the eyes of the LORD, as his father Manasseh had done. Amon worshipped and offered sacrifices to all the idols Manasseh had made.
33:23	But unlike his father Manasseh, he did not humble himself before the LORD; Amon increased his guilt.
33:24	Amon’s officials conspired against him and assassinated him in his palace.
33:25	Then the people of the land killed all who had plotted against King Amon, and they made Josiah his son king in his place.
34:1	Josiah was eight years old when he became king, and he reigned in Jerusalem for thirty-one years.
34:2	He did what was right in the eyes of the LORD and walked in the ways of his father David, not turning aside to the right or to the left.
34:3	In the eighth year of his reign, while he was still young, he began to seek the God of his father David. In his twelfth year he began to purge Judah and Jerusalem of high places, Asherah poles, carved idols and cast images.
34:4	Under his direction the altars of the Baals were torn down; he cut to pieces the incense altars that were above them, and smashed the Asherah poles, the idols and the images. These he broke to pieces and scattered over the graves of those who had sacrificed to them.
34:5	He burned the bones of the priests on their altars, and so he purged Judah and Jerusalem.
34:6	In the towns of Manasseh, Ephraim and Simeon, as far as Naphtali, and in the ruins around them,
34:7	he tore down the altars and the Asherah poles and crushed the idols to powder and cut to pieces all the incense altars throughout Israel. Then he went back to Jerusalem.
34:8	In the eighteenth year of Josiah’s reign, to purify the land and the temple, he sent Shaphan son of Azaliah and Maaseiah the ruler of the city, with Joah son of Joahaz, the recorder, to repair the temple of the LORD his God.
34:9	They went to Hilkiah the high priest and gave him the money that had been brought into the temple of God, which the Levites who were the doorkeepers had collected from the people of Manasseh, Ephraim and the entire remnant of Israel and from all the people of Judah and Benjamin and the inhabitants of Jerusalem.
